id,name
520,tapping_pen
521,tasting_beer
522,tasting_food
523,tasting_wine
524,testifying
525,texting
526,threading_needle
527,throwing_axe
528,throwing_ball_(not_baseball_or_American_football)
529,throwing_discus
530,throwing_knife
531,throwing_snowballs
532,throwing_tantrum
533,throwing_water_balloon
534,tickling
535,tie_dying
536,tightrope_walking
537,tiptoeing
538,tobogganing
539,tossing_coin
540,training_dog
541,trapezing
542,trimming_or_shaving_beard
543,trimming_shrubs
544,trimming_trees
545,triple_jump
546,twiddling_fingers
547,tying_bow_tie
548,tying_knot_(not_on_a_tie)
549,tying_necktie
550,tying_shoe_laces
551,unboxing
552,unloading_truck
553,using_a_microscope
554,using_a_paint_roller
555,using_a_power_drill
556,using_a_sledge_hammer
557,using_a_wrench
558,using_atm
559,using_bagging_machine
560,using_circular_saw
561,using_inhaler
562,using_puppets
563,using_remote_controller_(not_gaming)
564,using_segway
565,vacuuming_floor
566,visiting_the_zoo
567,wading_through_mud
568,wading_through_water
569,waiting_in_line
570,waking_up
571,walking_the_dog
572,walking_through_snow
573,washing_dishes
574,washing_feet
575,washing_hair
576,washing_hands
577,watching_tv
578,water_skiing
579,water_sliding
580,watering_plants
581,waving_hand
582,waxing_back
583,waxing_chest
584,waxing_eyebrows
585,waxing_legs
586,weaving_basket
587,weaving_fabric
588,welding
589,whistling
590,windsurfing
591,winking
592,wood_burning_(art)
593,wrapping_present
594,wrestling
595,writing
596,yarn_spinning
597,yawning
598,yoga
599,zumba
